洛月-星尘,非常有意思的一部番！在看番的同时还可以科普人体知识。希望可以出第二季吧。,1581840148,0,0,0,10
doge゙,也许她经常迷路，但是她的心从未迷失方向。完结撒香菜!,1581830909,0,0,0,10
emily0525,近一年看过的最有意思的日番，比起战斗热血美食类，这类科普动画着实有趣，不同细胞拟人，每个人设都很立体和有特色，看得很开心。,1581817463,0,0,0,10
sgzm0701,血小板酱爱啦爱啦,1581768319,0,0,1,10
ST10th-AR15,"画重点,考试要考",1581805203,0,0,0,10
Xsuper_M,五分好评，不需要解释，还可以学到好多知识，666666,1581789288,0,0,0,10
额买辣,血小板过来抱抱,1581788366,0,0,0,10
这算是天王吗,血小板太萌了,1581783149,0,0,0,10
御督的威严,回来补分,1581776602,0,0,0,10
梦游之鱼鱼,治愈了身心,1581760382,0,0,0,10
听雀落羽,这年头连细胞都在贴贴，我恨,1581756286,0,0,0,10
木安な,真的是太可爱了好嘛，萌吐血，身体里会发生那么多有趣的故事啊，嘿嘿,1581746661,0,0,0,10
Aidition,挺有趣的，很多硬核的知识，希望有第二部٩(ˊωˋ*)و,1581741427,0,0,0,10
蜡笔小丁w,超级棒!,1581734893,0,0,0,10
北极猴砸,太有趣了吧，作者实在是太有梗了，各种小细节处的搞笑深得我心啊哈哈。,1581666252,0,0,1,10
八斗之才君,第二季会不会有基因交流过程呢(ಡ艸ಡ)噗,1581700476,0,0,0,10
S责任与梦想,硬核科普，谁与争锋。,1581693394,0,0,0,10
海绵宝宝的小蜗蜗,啊啊啊啊~超爱巨噬小姐姐~(≧ω≦)/,1581692358,0,0,0,10
哀の声,很适合初中生学习。,1581689639,0,0,0,10
深海级幼塞北方栖姬,疫情在家看这个是最合适的,1581671441,0,0,0,10
粉伞菌,有些地方感觉还是可以再精进一下，比如人物刻画的细腻程度啦，不过也不是什么重点。很好的科普向作品。,1581670107,0,0,0,10
找到妳,希望尽快出第二季，,1581669583,0,0,0,10
Lifeisfantasti,我只能说。这个人什么都吃什么都干，弄得一身问题给细胞解决，这个人太皮了。,1581666843,0,0,0,10
shahela,太甜了awsl,1581663380,0,0,0,10
梁非凡很快乐,（ ’ - ’ * ),1581662098,0,0,0,10
StAnne,生物变好了，可以高考了,1581659387,0,0,0,10
小跳呱蛙蛙蛙,很有趣的一部番！,1581657749,0,0,0,10
真强大呀,好看，期待第二部,1581639202,0,0,0,10
HHCCR,从来没想过生物可以这么好玩，狂嗑红白cp！！！！,1581604306,0,0,1,10
桂平占星术士,学习了,1581584401,0,0,1,10
毒药水,很好看的科普番。可惜我毕业的太早，要不然我生物学的一定很好，看完了太能刺激我对这门学问的求知欲了。血小板确实很萌，但是最吸引我的还是白血球和红血球的狗粮，每种细胞刻画的都很丰满，剧情也很赞，期待下一季,1581579602,0,0,1,8
飘雪方,终于能评论啦，多谢款待，周指活的番呢,1538274743,0,0,0,10
电竞诗人李太白,为了血小板,1581637515,0,0,0,10
不黏人的书生,一天看完，必须五星好评！,1581607698,0,0,0,10
鱼鱼鱼鱼---耶,我爱,1581606315,0,0,0,10
夏日魔王,细菌再生,1581603891,0,0,0,10
戴夫邻居史蒂夫DFsteve,这个人是怎么活到现在的,1581602530,0,0,0,10
追番小王仔,神作,1581590511,0,0,0,10
白大百,红细胞去过多少次淋巴了(￣ ii ￣;) 吸溜(￣＂￣;),1581577515,0,0,0,10
扶桑mk,爱了,1581567794,0,0,0,10
彼岸花の低语,很棒的科普番，特别是这个时期看。,1581529687,0,0,1,10
丨云起丨,血小板最可爱,1581531882,0,0,0,10
eisen94,先是预定了白细胞的景品，赶紧来补番，能增长知识，职场还有人体，为了体内的细胞也要保持健康啊，大家！！加油度过2020的春天！,1581508180,0,0,0,10
SkyHonor天耀,之前生物还没教到必修3还没觉得什么，现在简直大呼nb！,1581496969,0,0,0,10
凯旋时的弥撒,武汉加油，中国加油！科普神漫加油！,1581495987,0,0,0,10
吐槽王API,后期制作有点怠慢,1581491628,0,0,0,8
六月丶彻,还行还行啦,1581491241,0,0,0,8
有没有新的梗分享一下,就很好看。,1581467243,0,0,0,10
暗空AnKong,明明是科普番，為什麼我看完之後卻覺得那麼甜啊,1581407065,0,0,1,10
ChrisFuncy,血小板太可爱了,1538873892,0,0,0,10
嘤゛嘤゛嘤゛,看了这个动漫，我既补了番，也补了生物，物尽其用,1581452890,0,0,0,10
红艳三百重,真的超级好看啊，我好喜欢巨噬细胞,1581444045,0,0,0,10
君灼颜,看得非常快乐，也很感动,1581437701,0,0,0,10
好呀光喝酒,非常有教育意义～(￣▽￣～)~,1581405358,0,0,0,10
涛声520,awsl,1581394277,0,0,0,10
芥川龙之介女朋友,哇你们快结婚吧,1581384939,0,0,0,10
疾庸W,没有不打五星的理由仅此而已,1581380248,0,0,0,10
炽星星星星,要健康，为了自己也为自己的细胞。,1581094703,0,0,0,10
she惠人,好久没有看过这么暖的番了，必须五星！,1581351169,0,0,0,10
小仙女浅月吖,超有意义的番啊,1581346871,0,0,0,10
STLM沐,完结撒花，感谢陪伴,1581345129,0,0,0,10
大脑袋拗毛牛,太好看了(｡･ω･｡)ﾉ，满分啊啊啊啊啊,1581343036,0,0,0,10
